City,Date,Year,Month,Junction_ID,Traffic_volume,Zone,Road_Capacity2,Congestion_%,PM2.5,NO2,CO,AQI,Sensor_ID,Sensor_Status,Uptime_Percentage,Is_Weekend,Is_Festival,Weather_Condition,Severity_Score,Zone_Rank,Avg_Speed,Hour,Day_of_Week,Is_Peak_Hour,Congestion_Level,Pollution_Level,Prev_Traffic,Prev_AQI,AQI_Change,Traffic_MA_3,Traffic_Anomaly_Flag,DaY_Type,Smart_City_Index
Warangal,09-08-2025,2025,Aug,J11,91,North,93,97.85,34.29,18.05,0.74,37.38,S11,Active,94.32496004,0,0,Clear,0.09,LOW,41,4,1,0,High,Severe,91,37.38,-11.66,16009.11,0,WeekDay,89.37
Hyderabad,09-05-2025,2025,May,J12,102,West,83,122.89,69.57,39.44,2.3,92.6,S12,Active,90.96318515,0,0,Clear,0.2,MEDIUM,29,6,1,0,High,Severe,102,92.6,55.22,15982.33,0,WeekDay,62.3
Chennai,05-02-2024,2024,Feb,J1,118,Central,140,84.29,53.96,29.09,1.54,66.59,S1,Active,96.85277271,0,1,Rain,0.15,MEDIUM,48,8,1,0,High,Severe,118,66.59,-26.01,15930.67,0,WeekDay,76.41
Warangal,01-09-2023,2023,Sep,J2,110,Central,327,33.64,15.18,16.02,0.96,31.58,S2,Active,90.02450506,0,0,Clear,0.07,LOW,73,2,1,0,High,Severe,110,31.58,-35.01,15853.89,0,WeekDay,89.75
Chennai,13-09-2023,2023,Sep,J3,96,Central,94,102.13,70.04,43.17,2.3,93.95,S3,Active,92.99302982,0,0,Fog,0.21,MEDIUM,39,6,1,0,Medium,Severe,96,93.95,62.38,15785.89,0,WeekDay,53.68
Pune,06-10-2025,2025,Oct,J4,114,North,256,44.53,84.91,58.85,2.53,110.64,S4,Unstable,85.8320441,0,0,Heavy Traffic Event,0.27,HIGH,68,1,1,0,High,Severe,114,110.64,16.68,15853.22,1,WeekDay,37.62
Bangalore,23-08-2026,2026,Aug,J5,98,Central,133,73.68,61.32,39.38,1.72,76.89,S5,Unstable,89.83998662,0,0,Clear,0.19,MEDIUM,53,7,1,0,Medium,Moderate,98,76.89,-33.74,15973,0,WeekDay,63.42
Bangalore,28-05-2026,2026,May,J6,75,East,125,60,102.35,63.8,2.65,123.29,S6,Active,92.92162022,0,0,Clear,0.31,HIGH,60,11,1,0,Low,Moderate,75,123.29,46.39,16080.78,1,WeekDay,41.64
Hyderabad,22-10-2023,2023,Oct,J7,86,Central,61,140.98,78.04,47.57,1.93,91.85,S7,Active,95.53467841,0,0,Clear,0.23,MEDIUM,20,4,1,0,Medium,Severe,86,91.85,-31.44,15998,0,WeekDay,61.4
Chennai,02-03-2023,2023,Mar,J8,69,East,289,23.88,47.43,23.4,1.46,59.87,S8,Unstable,86.48549186,0,0,Clear,0.12,LOW,78,4,1,0,Medium,Moderate,69,59.87,-31.98,15853.33,0,WeekDay,77.67
Bangalore,05-11-2025,2025,Nov,J9,92,West,465,19.78,89.04,52.79,2.51,110.55,S9,Active,96.95780094,0,0,Rain,0.26,HIGH,80,4,1,0,Medium,Moderate,92,110.55,50.68,15832.44,1,WeekDay,52.11
Chennai,22-08-2025,2025,Aug,J10,66,West,102,64.71,98.17,55.08,2.83,122.29,S10,Active,98.5023848,0,0,Clear,0.28,HIGH,58,3,1,0,Medium,Severe,66,122.29,11.74,15904.89,0,WeekDay,61.81
Bangalore,26-04-2024,2024,Apr,J11,117,South,62,188.71,34.91,28.39,0.92,44.46,S11,Unstable,89.21555748,0,1,Rain,0.12,LOW,20,2,1,0,High,Severe,117,44.46,-77.83,15957.11,0,WeekDay,84.53
Bangalore,20-04-2025,2025,Apr,J12,105,Central,291,36.08,60.52,48.72,2,84.96,S12,Active,96.48019871,0,0,Rain,0.21,MEDIUM,72,5,1,0,Medium,Severe,105,84.96,40.5,15936.44,0,WeekDay,68.17
Chennai,08-11-2026,2026,Nov,J1,95,South,178,53.37,44.75,32.83,1.71,66.45,S1,Unstable,87.70522737,0,0,Clear,0.15,MEDIUM,63,3,1,0,Medium,Moderate,95,66.45,-18.51,15989,0,WeekDay,70.47
Bangalore,11-01-2025,2025,Jan,J2,119,West,479,24.84,59.56,36.73,1.83,77.31,S2,Active,92.85123808,0,1,Rain,0.18,MEDIUM,78,1,1,0,High,Severe,119,77.31,10.86,16018.22,0,WeekDay,68.19
Warangal,11-06-2023,2023,Jun,J3,82,West,427,19.2,67.65,37.64,1.33,71.81,S3,Active,96.96453048,0,0,Heavy Traffic Event,0.19,MEDIUM,80,4,1,0,Medium,Severe,82,71.81,-5.5,15940,0,WeekDay,60.7
Chennai,26-07-2024,2024,Jul,J4,78,Central,279,27.96,27.2,12.47,0.74,32.18,S4,Active,90.79737528,0,0,Clear,0.07,LOW,76,2,1,0,High,Severe,78,32.18,-39.64,15845.11,0,WeekDay,91.37
Warangal,03-05-2024,2024,May,J5,72,South,72,100,39.52,26.3,1.5,57.75,S5,Unstable,85.39450378,0,0,Rain,0.12,LOW,40,9,1,0,Low,Moderate,72,57.75,25.57,15811.67,0,WeekDay,78.43
Pune,04-10-2026,2026,Oct,J6,66,North,169,39.05,89.1,46.15,2.15,101.3,S6,Active,93.09951063,0,0,Rain,0.24,HIGH,70,7,1,0,High,Severe,66,101.3,43.56,15944.78,0,WeekDay,54.36
Warangal,23-04-2026,2026,Apr,J7,98,Central,393,24.94,73.42,40.23,1.59,80.63,S7,Active,97.67049809,0,0,Fog,0.2,MEDIUM,78,9,1,0,Low,Moderate,98,80.63,-20.67,16017.89,0,WeekDay,59.83
Pune,21-05-2022,2022,May,J8,61,North,114,53.51,78.4,42.89,2.25,97,S8,Unstable,86.62491066,0,0,Clear,0.22,MEDIUM,63,5,1,0,High,Severe,61,97,16.37,15937.22,0,WeekDay,62.33
Bangalore,17-10-2023,2023,Oct,J9,90,South,399,22.56,37.84,16.69,1.07,45.32,S9,Unstable,85.44462103,0,0,Fog,0.09,LOW,54,12,1,1,High,Severe,90,45.32,-51.68,15819.22,0,WeekDay,84.96
Pune,03-05-2026,2026,May,J10,67,North,257,26.07,86.05,49.9,2.34,104.75,S10,Active,97.13561164,0,0,Rain,0.25,HIGH,52,11,1,1,Medium,Severe,67,104.75,59.43,15816.89,0,WeekDay,67.15
Hyderabad,30-04-2025,2025,Apr,J11,72,South,234,30.77,16.21,7.31,0.55,21.39,S11,Unstable,89.00698868,0,0,Clear,0.04,LOW,48,9,1,1,Low,Severe,72,21.39,-83.36,15937.89,0,WeekDay,92.41
Warangal,04-08-2025,2025,Aug,J12,111,Central,193,57.51,79.8,52.49,2.07,96.95,S12,Active,90.46515559,0,0,Fog,0.25,HIGH,30,2,1,1,Medium,Severe,111,96.95,75.55,16013.44,0,WeekDay,59.87
Bangalore,12-02-2024,2024,Feb,J1,114,East,270,42.22,68.65,45.27,2.36,95.07,S1,Unstable,86.30473045,0,0,Heavy Traffic Event,0.21,MEDIUM,40,7,1,1,High,Severe,114,95.07,-1.88,15928.33,1,WeekDay,47.96
Pune,25-06-2026,2026,Jun,J2,109,South,155,70.32,49.78,34.45,2.22,79.57,S2,Unstable,86.44928477,0,0,Fog,0.16,MEDIUM,21,7,1,1,Medium,Severe,109,79.57,-15.5,15979.33,0,WeekDay,64.67
Pune,05-04-2026,2026,Apr,J3,117,North,248,47.18,19.38,8.99,0.44,21.18,S3,Active,94.21815035,0,0,Heavy Traffic Event,0.05,LOW,37,11,1,1,Medium,Severe,117,21.18,-58.39,16007.22,0,WeekDay,92.75
Chennai,09-03-2026,2026,Mar,J4,88,South,207,42.51,103.57,63.65,3.07,132.28,S4,Active,93.28344474,0,0,Clear,0.31,HIGH,40,12,1,1,Low,Moderate,88,132.28,111.1,16088.56,1,WeekDay,28.92
Pune,09-11-2023,2023,Nov,J5,100,Central,309,32.36,28.56,13.73,0.94,37.27,S5,Unstable,89.38602665,0,0,Clear,0.07,LOW,47,6,1,1,Medium,Severe,100,37.27,-95,15980.67,0,WeekDay,86.93
Pune,12-11-2025,2025,Nov,J6,101,South,340,29.71,66.45,50.4,2.26,93.57,S6,Active,91.79106334,0,0,Rain,0.23,MEDIUM,49,9,1,1,Medium,Severe,101,93.57,56.3,15962.78,1,WeekDay,48.42
Pune,26-09-2026,2026,Sep,J7,115,Central,216,53.24,92.7,53.32,2.46,111.5,S7,Active,90.82296647,0,0,Clear,0.26,HIGH,33,9,1,1,Medium,Severe,115,111.5,17.93,15988.11,0,WeekDay,56.41
Pune,27-02-2024,2024,Feb,J8,86,North,184,46.74,38.48,18.33,1.54,55.52,S8,Active,95.42579375,0,0,Rain,0.1,LOW,37,6,1,1,Medium,Severe,86,55.52,-55.99,15998.89,0,WeekDay,84.64
Warangal,10-11-2025,2025,Nov,J9,115,North,210,54.76,39.06,21.43,1.02,46.35,S9,Active,97.93133537,0,0,Clear,0.11,LOW,63,6,1,0,Medium,Severe,115,46.35,-9.17,16000.22,0,WeekDay,84.55
Chennai,04-03-2022,2022,Mar,J10,112,East,243,46.09,34.15,23.42,1.13,46.7,S10,Active,96.47653629,0,0,Clear,0.11,LOW,67,10,1,0,High,Severe,112,46.7,0.35,15814.22,0,WeekDay,76.81
Warangal,09-11-2026,2026,Nov,J11,64,West,242,26.45,82.71,50.52,2.29,102.26,S11,Unstable,85.06611475,0,0,Rain,0.24,HIGH,77,8,1,0,Medium,Severe,64,102.26,55.56,15921.56,0,WeekDay,59.3
Hyderabad,18-08-2024,2024,Aug,J12,99,North,182,54.4,54.67,34.47,1.73,72.23,S12,Unstable,86.49330192,0,0,Clear,0.17,MEDIUM,63,2,1,0,Medium,Moderate,99,72.23,-30.03,15869.78,0,WeekDay,76.67
Pune,14-12-2022,2022,Dec,J1,85,Central,394,21.57,74.77,43.55,2.33,96.99,S1,Active,91.4406517,0,0,Clear,0.21,MEDIUM,79,3,1,0,High,Severe,85,96.99,24.76,15898.44,0,WeekDay,64.53
Pune,07-10-2022,2022,Oct,J2,106,West,472,22.46,27.44,10.93,0.84,33.8,S2,Active,97.77698284,0,0,Fog,0.06,LOW,79,4,1,0,High,Severe,106,33.8,-63.19,15736.67,0,WeekDay,92.01
Pune,10-09-2023,2023,Sep,J3,101,Central,195,51.79,64.31,30.18,1.93,79.71,S3,Unstable,88.55461282,0,0,Fog,0.16,MEDIUM,64,5,1,0,Medium,Severe,101,79.71,45.91,15698.67,0,WeekDay,63.73
Chennai,07-05-2023,2023,May,J4,90,South,406,22.17,90.03,53.09,2.39,108.73,S4,Active,98.1842813,0,0,Rain,0.26,HIGH,79,7,1,0,Medium,Severe,90,108.73,29.03,15715.33,0,WeekDay,64.56
Hyderabad,15-11-2026,2026,Nov,J5,104,Central,103,100.97,58.24,42.14,1.92,80.09,S5,Unstable,86.65020488,0,0,Rain,0.19,MEDIUM,40,11,1,0,Medium,Moderate,104,80.09,-28.64,15882.22,0,WeekDay,69.02
Hyderabad,14-07-2023,2023,Jul,J6,117,Central,185,63.24,63.81,37.1,1.59,74.78,S6,Unstable,86.08910686,0,0,Clear,0.18,MEDIUM,58,3,1,0,Low,Moderate,117,74.78,-5.31,15877.56,0,WeekDay,66.64
Warangal,08-09-2022,2022,Sep,J7,100,East,259,38.61,21.75,6.93,0.75,27.88,S7,Active,98.70129546,0,0,Clear,0.05,LOW,71,4,1,0,Low,Good,100,27.88,-46.89,15851.78,0,WeekDay,94.08
Warangal,02-03-2026,2026,Mar,J8,71,West,67,105.97,57.24,32.69,1.61,70.64,S8,Unstable,87.42965389,0,0,Clear,0.16,MEDIUM,37,2,1,0,Low,Moderate,71,70.64,42.75,15819.44,0,WeekDay,68.76
Chennai,04-07-2023,2023,Jul,J9,67,North,438,15.3,57.53,36.21,1.62,72.1,S9,Active,91.95663372,0,0,Fog,0.17,MEDIUM,82,4,1,0,Medium,Moderate,67,72.1,1.46,15812.78,0,WeekDay,59.62
Bangalore,25-08-2023,2023,Aug,J10,76,East,251,30.28,25.94,20.31,1.3,44.98,S10,Unstable,89.88935566,0,0,Clear,0.09,LOW,75,11,1,0,High,Severe,76,44.98,-27.12,15849.22,0,WeekDay,82.28
Hyderabad,19-04-2026,2026,Apr,J11,100,West,276,36.23,10,13.26,0.52,19.34,S11,Unstable,87.21454652,0,1,Rain,0.05,LOW,72,3,1,0,Medium,Severe,100,19.34,-25.64,15857.78,0,WeekDay,93.04
Warangal,20-04-2023,2023,Apr,J12,76,West,492,15.45,101.24,61.86,2.79,124.96,S12,Active,94.48166522,0,0,Clear,0.3,HIGH,82,1,1,0,Medium,Severe,76,124.96,105.63,15850.44,0,WeekDay,57.33
Hyderabad,04-06-2026,2026,Jun,J1,105,Central,229,45.85,27.79,13.93,0.54,28.85,S1,Active,99.45509071,0,0,Fog,0.07,LOW,67,7,1,0,Medium,Moderate,105,28.85,-96.11,15966.67,0,WeekDay,91.65
Hyderabad,14-01-2022,2022,Jan,J2,88,West,105,83.81,72.38,39.35,1.98,87.52,S2,Active,94.8716417,0,0,Clear,0.2,MEDIUM,48,10,1,0,Low,Severe,88,87.52,58.67,15792,0,WeekDay,71.84
Warangal,21-09-2024,2024,Sep,J3,109,East,273,39.93,82.88,48.17,2.39,103.66,S3,Active,90.30548024,0,0,Rain,0.24,HIGH,70,1,1,0,Low,Moderate,109,103.66,16.14,15853.56,0,WeekDay,59.73
Chennai,18-03-2023,2023,Mar,J4,92,West,89,103.37,21.98,6.08,0.43,21.47,S4,Active,95.67695434,0,0,Fog,0.04,LOW,38,2,1,0,Medium,Severe,92,21.47,-82.2,15721.33,0,WeekDay,94.57
Pune,26-08-2022,2022,Aug,J5,78,Central,328,23.78,17.76,6.79,0.29,16.76,S5,Unstable,87.14872233,0,0,Rain,0.04,LOW,78,1,1,0,High,Severe,78,16.76,-4.7,15745.11,0,WeekDay,92.19
Bangalore,10-04-2026,2026,Apr,J6,73,East,93,78.49,101.91,65.35,2.79,126.46,S6,Active,93.70024466,0,0,Rain,0.31,HIGH,51,11,1,0,Medium,Severe,73,126.46,109.7,15804.22,1,WeekDay,41.22
Hyderabad,31-08-2026,2026,Aug,J7,70,West,342,20.47,86.18,58.85,2.46,109.96,S7,Active,92.04186169,0,0,Rain,0.27,HIGH,80,3,1,0,Medium,Severe,70,109.96,-16.5,15942.33,0,WeekDay,56.41
Pune,04-01-2024,2024,Jan,J8,118,West,332,35.54,23.24,13.82,0.81,32.03,S8,Active,90.39975357,0,0,Rain,0.07,LOW,72,2,1,0,Medium,Moderate,118,32.03,-77.93,16002.11,0,WeekDay,86.52
Chennai,26-09-2023,2023,Sep,J9,113,Central,394,28.68,26.71,13.69,1.29,43.28,S9,Active,96.09350954,0,0,Clear,0.07,LOW,50,2,1,1,Medium,Moderate,113,43.28,11.26,15903.22,0,WeekDay,83.91
Chennai,20-06-2022,2022,Jun,J10,117,North,144,81.25,75.4,43.52,2.08,92.42,S10,Unstable,86.77730718,0,0,Clear,0.21,MEDIUM,13,12,1,1,Medium,Severe,117,92.42,49.14,15737.67,0,WeekDay,64.7
Pune,25-10-2022,2022,Oct,J11,61,West,444,13.74,32.99,18.68,1.07,43.56,S11,Active,92.99185713,0,0,Fog,0.09,LOW,60,12,1,1,Low,Moderate,61,43.56,-48.86,15682.67,0,WeekDay,84.67
Bangalore,02-07-2022,2022,Jul,J12,105,East,304,34.54,34.4,20.68,1.22,47.73,S12,Active,97.8159599,0,0,Heavy Traffic Event,0.1,LOW,46,9,1,1,Low,Moderate,105,47.73,4.16,15631.56,0,WeekDay,82.75
Hyderabad,28-02-2026,2026,Feb,J1,107,South,302,35.43,100.27,67.88,2.86,127.63,S1,Unstable,88.02565234,0,0,Rain,0.32,HIGH,45,4,1,1,Medium,Moderate,107,127.63,79.91,15780.78,1,WeekDay,41.55
Bangalore,01-06-2023,2023,Jun,J2,110,South,409,26.89,36.88,20.33,1,44.45,S2,Unstable,88.96811863,0,0,Fog,0.1,LOW,51,12,1,1,Medium,Severe,110,44.45,-83.19,15810.67,0,WeekDay,82.56
Bangalore,01-02-2026,2026,Feb,J3,78,Central,461,16.92,109.05,65.47,2.66,127.43,S3,Active,94.91007689,0,0,Rain,0.32,HIGH,58,1,1,1,Medium,Severe,78,127.43,82.98,15953.67,1,WeekDay,30.04
Bangalore,22-11-2026,2026,Nov,J4,76,North,165,46.06,83.66,50.07,3.07,118.18,S4,Active,96.58880438,0,0,Heavy Traffic Event,0.25,HIGH,38,11,1,1,Medium,Severe,76,118.18,-9.25,15979.89,0,WeekDay,55.33
Chennai,19-12-2026,2026,Dec,J5,83,North,328,25.3,67.86,38.81,1.94,84.35,S5,Unstable,89.25003402,0,0,Fog,0.19,MEDIUM,52,12,1,1,High,Severe,83,84.35,-33.83,16121.33,0,WeekDay,66.64
Chennai,20-08-2025,2025,Aug,J6,98,South,75,130.67,28.06,17.54,0.94,38.18,S6,Active,90.39847013,0,0,Rain,0.08,LOW,10,3,1,1,Medium,Severe,98,38.18,-46.17,16105.11,0,WeekDay,84.03
Pune,04-02-2023,2023,Feb,J7,99,Central,313,31.63,68.9,40.95,1.91,85,S7,Active,96.09868724,0,1,Clear,0.2,MEDIUM,48,10,1,1,High,Severe,99,85,46.82,15953.22,0,WeekDay,57.32
Pune,14-12-2025,2025,Dec,J8,88,North,403,21.84,29.52,15.71,0.82,35.93,S8,Unstable,89.27985498,0,0,Clear,0.08,LOW,55,10,1,1,Medium,Moderate,88,35.93,-49.07,15912.56,0,WeekDay,83.13
Hyderabad,31-08-2026,2026,Aug,J9,69,Central,469,14.71,104.76,64.31,2.85,128.75,S9,Active,94.99371257,0,0,Clear,0.31,HIGH,83,5,1,0,Medium,Severe,69,128.75,92.82,15951.22,0,WeekDay,57.79
Pune,30-01-2026,2026,Jan,J10,67,East,455,14.73,16.9,12.83,0.45,21.22,S10,Unstable,87.38252126,0,0,Fog,0.06,LOW,83,1,1,0,High,Severe,67,21.22,-107.52,16069.22,0,WeekDay,92.41
Hyderabad,02-12-2022,2022,Dec,J11,61,North,296,20.61,18.77,11.58,0.96,32.12,S11,Active,91.16965689,0,0,Clear,0.06,LOW,80,7,1,0,Low,Moderate,61,32.12,10.9,15942.78,0,WeekDay,90.33
Chennai,24-07-2025,2025,Jul,J12,99,East,183,54.1,88,49.43,2.3,104.85,S12,Active,95.33015815,0,0,Rain,0.25,HIGH,63,12,1,0,Medium,Severe,99,104.85,72.72,15901.22,0,WeekDay,59.81
Hyderabad,05-05-2024,2024,May,J1,110,Central,130,84.62,103.36,60.03,2.96,128.84,S1,Active,91.89856834,0,0,Heavy Traffic Event,0.3,HIGH,48,7,1,0,Medium,Severe,110,128.84,24,15835.22,1,WeekDay,43.43
Chennai,22-06-2023,2023,Jun,J2,76,West,435,17.47,34.06,19.49,1.12,45.35,S2,Unstable,85.28856023,0,0,Fog,0.1,LOW,81,8,1,0,High,Severe,76,45.35,-83.49,15859.44,0,WeekDay,80.43
Chennai,09-02-2023,2023,Feb,J3,62,North,269,23.05,86.71,48.63,2.39,105.8,S3,Active,91.09570536,0,1,Fog,0.24,HIGH,78,4,1,0,High,Severe,62,105.8,60.45,15755.56,1,WeekDay,44.41
Chennai,17-05-2023,2023,May,J4,65,North,110,59.09,59.22,41.36,1.69,75.88,S4,Unstable,89.32502936,0,0,Clear,0.19,MEDIUM,60,11,1,0,Medium,Severe,65,75.88,-29.92,15711.11,0,WeekDay,57.99
Chennai,26-11-2025,2025,Nov,J5,65,West,428,15.19,95.38,58.5,2.71,119.48,S5,Unstable,86.51923274,0,0,Clear,0.28,HIGH,82,1,1,0,Medium,Moderate,65,119.48,43.6,15808.78,0,WeekDay,58.44
Pune,02-05-2023,2023,May,J6,65,South,422,15.4,43.44,20.72,1.35,54.88,S6,Unstable,85.13707017,0,0,Clear,0.11,LOW,82,12,1,0,Medium,Severe,65,54.88,-64.6,15818.22,0,WeekDay,81.04
Warangal,19-01-2022,2022,Jan,J7,85,South,179,47.49,103.78,69.54,2.82,129.22,S7,Unstable,85.68273102,0,0,Fog,0.32,HIGH,66,6,1,0,Medium,Severe,85,129.22,74.34,15766.67,1,WeekDay,29.3
Chennai,13-09-2024,2024,Sep,J8,68,North,347,19.6,88.12,49.95,2.17,102.53,S8,Active,99.23871487,0,0,Clear,0.25,HIGH,80,2,1,0,Low,Moderate,68,102.53,-26.68,15718.11,0,WeekDay,65.7
Pune,21-03-2024,2024,Mar,J9,70,North,118,59.32,23.62,16.65,1.07,38.19,S9,Active,96.24728812,0,0,Clear,0.08,LOW,60,4,1,0,High,Severe,70,38.19,-64.35,15754.78,0,WeekDay,86.89
Chennai,04-01-2025,2025,Jan,J10,106,South,412,25.73,103.78,54.23,2.84,124.9,S10,Active,99.09612569,0,0,Fog,0.28,HIGH,77,6,1,0,Medium,Moderate,106,124.9,86.72,15877.56,1,WeekDay,46.11
Chennai,10-11-2026,2026,Nov,J11,70,North,457,15.32,40.27,31.42,1.18,53.12,S11,Unstable,86.72175845,0,0,Clear,0.14,MEDIUM,82,3,1,0,Low,Severe,70,53.12,-71.78,15965.56,0,WeekDay,76.79
Bangalore,31-10-2026,2026,Oct,J12,78,West,81,96.3,32.27,26.08,1.05,44.86,S12,Active,93.55764575,0,0,Rain,0.11,LOW,42,5,1,0,Medium,Severe,78,44.86,-8.26,16072.67,0,WeekDay,88.19
Hyderabad,19-07-2022,2022,Jul,J1,110,Central,325,33.85,73.75,48.22,2.27,96.64,S1,Unstable,86.24932848,0,0,Fog,0.23,MEDIUM,73,12,2,0,Medium,Severe,110,96.64,51.78,15972.78,1,WeekDay,49.47
Bangalore,19-09-2024,2024,Sep,J2,60,Central,127,47.24,42.46,33.21,1.35,58.15,S2,Unstable,85.40209587,0,0,Rain,0.15,MEDIUM,66,11,2,0,High,Severe,60,58.15,-38.49,15884.56,0,WeekDay,76.29
Hyderabad,14-11-2024,2024,Nov,J3,104,South,348,29.89,84.4,46.16,1.89,93.91,S3,Active,91.99421717,0,0,Heavy Traffic Event,0.23,HIGH,75,4,2,0,Low,Moderate,104,93.91,35.76,15807.67,0,WeekDay,68.78
Warangal,25-07-2024,2024,Jul,J4,86,East,488,17.62,35.59,32.23,1.26,52.68,S4,Active,94.69515321,0,0,Clear,0.14,MEDIUM,81,10,2,0,Medium,Severe,86,52.68,-41.23,15887.11,0,WeekDay,78.46
Pune,05-08-2022,2022,Aug,J5,103,East,273,37.73,67.81,41.5,1.91,84.52,S5,Unstable,85.95343541,0,0,Clear,0.2,MEDIUM,71,5,2,0,Low,Moderate,103,84.52,31.83,15805.44,0,WeekDay,66.6
Pune,23-10-2023,2023,Oct,J6,82,East,123,66.67,101.84,66.83,2.92,129.29,S6,Active,90.47589575,0,0,Clear,0.31,HIGH,57,10,2,0,Low,Severe,82,129.29,44.78,15759.78,1,WeekDay,43.15
Warangal,18-04-2023,2023,Apr,J7,87,East,439,19.82,41.92,24.68,1.2,52.42,S7,Unstable,86.35250502,0,0,Rain,0.12,LOW,80,2,2,0,High,Severe,87,52.42,-76.87,15708.22,0,WeekDay,77.74
Hyderabad,25-07-2023,2023,Jul,J8,83,West,83,100,79.79,51.31,1.99,95.17,S8,Active,90.43155463,0,0,Fog,0.24,HIGH,40,6,2,0,Low,Moderate,83,95.17,42.75,15745.44,0,WeekDay,67.67
Hyderabad,20-09-2025,2025,Sep,J9,70,South,200,35,61.6,39.23,1.76,77.72,S9,Active,92.07693547,0,0,Heavy Traffic Event,0.19,MEDIUM,73,2,2,0,Medium,Moderate,70,77.72,-17.45,15821.89,0,WeekDay,70.23
Hyderabad,31-12-2023,2023,Dec,J10,107,West,82,130.49,53.02,26.06,1.59,66.12,S10,Active,90.06297078,0,0,Heavy Traffic Event,0.14,MEDIUM,25,7,2,0,Medium,Severe,107,66.12,-11.6,15852.67,0,WeekDay,80.03
Warangal,06-01-2026,2026,Jan,J11,69,East,233,29.61,103.65,51.73,2.75,122.4,S11,Active,93.64373536,0,0,Rain,0.27,HIGH,75,6,2,0,Medium,Severe,69,122.4,56.28,15951,0,WeekDay,57.24
Bangalore,14-09-2025,2025,Sep,J12,66,West,300,22,90.97,49.75,2.5,110.4,S12,Active,93.76885085,0,1,Rain,0.25,HIGH,79,8,2,0,Medium,Severe,66,110.4,-12,15949.89,1,WeekDay,40.37
Chennai,09-05-2026,2026,May,J1,67,West,315,21.27,76.3,34.76,1.95,87.52,S1,Unstable,89.99402999,0,0,Rain,0.19,MEDIUM,79,9,2,0,High,Severe,67,87.52,-22.88,16041.33,0,WeekDay,59.36
Pune,03-12-2022,2022,Dec,J2,88,South,415,21.2,35.28,20.25,1.09,45.61,S2,Active,90.84397624,0,0,Clear,0.1,LOW,79,12,2,0,Low,Moderate,88,45.61,-41.91,15917.44,0,WeekDay,75.67
Bangalore,29-04-2026,2026,Apr,J3,90,East,447,20.13,19.15,8.89,0.98,31.77,S3,Active,91.61598427,0,0,Clear,0.05,LOW,80,5,2,0,Medium,Severe,90,31.77,-13.84,15945.44,0,WeekDay,91.74
Bangalore,01-07-2025,2025,Jul,J4,96,South,223,43.05,42.13,26.49,1.1,50.96,S4,Active,90.6347996,0,0,Clear,0.13,LOW,68,1,2,0,Medium,Severe,96,50.96,19.19,15913.89,0,WeekDay,82.72
Warangal,05-11-2026,2026,Nov,J5,82,North,235,34.89,38.85,16.67,1.16,47.68,S5,Active,96.40971491,0,0,Clear,0.09,LOW,73,12,2,0,High,Severe,82,47.68,-3.28,16072.89,0,WeekDay,82.99
Bangalore,04-10-2024,2024,Oct,J6,98,South,273,35.9,28.15,19.85,1.4,47.94,S6,Unstable,87.09921256,0,0,Clear,0.09,LOW,72,4,2,0,Low,Moderate,98,47.94,0.26,16010,0,WeekDay,83.05
Pune,28-11-2026,2026,Nov,J7,119,Central,135,88.15,37.27,26.11,1.28,52.16,S7,Active,97.85553145,0,0,Fog,0.12,LOW,46,2,2,0,Low,Moderate,119,52.16,4.22,16069.89,0,WeekDay,81.8
Warangal,06-04-2023,2023,Apr,J8,77,West,263,29.28,71.98,38.32,1.69,81.2,S8,Unstable,89.96876526,0,0,Fog,0.19,MEDIUM,75,6,2,0,High,Severe,77,81.2,29.05,15923.56,0,WeekDay,56.45
Chennai,02-05-2026,2026,May,J9,74,East,443,16.7,18.65,6.51,0.8,27.19,S9,Active,95.85941281,0,0,Rain,0.04,LOW,82,8,2,0,High,Severe,74,27.19,-54.01,15985,0,WeekDay,93.2
Hyderabad,10-10-2024,2024,Oct,J10,81,West,443,18.28,68.54,35.26,1.82,81.22,S10,Active,98.25663693,0,0,Clear,0.18,MEDIUM,81,5,2,0,Medium,Severe,81,81.22,54.03,15894,0,WeekDay,75.85
Warangal,21-01-2025,2025,Jan,J11,119,North,403,29.53,73.34,47.46,2.13,93.55,S11,Active,98.31179053,0,0,Rain,0.22,MEDIUM,75,12,2,0,Medium,Severe,119,93.55,12.33,15971.78,0,WeekDay,71.67
Warangal,31-05-2026,2026,May,J12,120,West,105,114.29,64.55,32.32,1.92,80.28,S12,Active,91.78547605,0,0,Rain,0.17,MEDIUM,33,2,2,0,Medium,Moderate,120,80.28,-13.26,15980.11,0,WeekDay,70.27
Warangal,20-02-2023,2023,Feb,J1,120,North,117,102.56,42.85,29.96,1.46,59.69,S1,Unstable,88.84904737,0,0,Clear,0.14,MEDIUM,39,9,2,0,Low,Moderate,120,59.69,-20.6,15917.89,0,WeekDay,81.53
Hyderabad,14-04-2022,2022,Apr,J2,64,East,90,71.11,22.39,17.45,0.89,34.29,S2,Active,94.08640643,0,0,Rain,0.08,LOW,54,5,2,0,Medium,Severe,64,34.29,-25.39,15798.89,0,WeekDay,90.51
Bangalore,25-05-2024,2024,May,J3,79,South,70,112.86,28.02,12.18,0.97,36.97,S3,Unstable,87.75944516,0,0,Fog,0.07,LOW,34,7,2,0,Medium,Severe,79,36.97,2.68,15712.33,0,WeekDay,89.09
